eco,name,pgn,uci,epd,gambit_name,eco_gambit_name
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 g6,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 g7g6,r1bqkbnr/pp1ppp1p/2n3p1/8/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Nf3 a6,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 e7e6 g1f3 a7a6,rnbqkbnr/1p1p1ppp/p3p3/8/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Larsen Defense",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Qc7 7. Qe2 a6 8. O-O Bd6,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 e7e6 f1c4 d8c7 d1e2 a7a6 e1g1 f8d6,r1b1k1nr/1pqp1ppp/p1nbp3/8/2B1P3/2N2N2/PP2QPPP/R1B2RK1 w kq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Bc5,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 e7e6 f1c4 f8c5,r1bqk1nr/pp1p1ppp/2n1p3/2b5/2B1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Morphy Defense Deferred",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6 7. O-O b5 8. Bb3 Bc5,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 e7e6 f1c4 a7a6 e1g1 b7b5 c4b3 f8c5,r1bqk1nr/3p1ppp/p1n1p3/1pb5/4P3/1BN2N2/PP3PPP/R1BQ1RK1 w kq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 a6,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 e7e6 f1c4 a7a6,r1bqkbnr/1p1p1ppp/p1n1p3/8/2B1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 e6 6. Bc4 Bb4,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 e7e6 f1c4 f8b4,r1bqk1nr/pp1p1ppp/2n1p3/8/1bB1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 d6 6. Bc4 e6,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 g1f3 d7d6 f1c4 e7e6,r1bqkbnr/pp3ppp/2npp3/8/2B1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Sozin Formation",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Bc4 e6 6. Nf3 d6 7. O-O a6 8. Qe2 b5,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 f1c4 e7e6 g1f3 d7d6 e1g1 a7a6 d1e2 b7b5,r1bqkbnr/5ppp/p1npp3/1p6/2B1P3/2N2N2/PP2QPPP/R1B2RK1 w kq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Taimanov Formation",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Bc4 a6 6. Nf3 Ne7,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 e7e6 f1c4 a7a6 g1f3 g8e7,rnbqkb1r/1p1pnppp/p3p3/8/2B1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit, Chicago Defense",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Bc4 e6 6. Nf3 d6 7. O-O a6 8. Qe2 b5 9. Bb3 Ra7,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 b1c3 b8c6 f1c4 e7e6 g1f3 d7d6 e1g1 a7a6 d1e2 b7b5 c4b3 a8a7,2bqkbnr/r4ppp/p1npp3/1p6/4P3/1BN2N2/PP2QPPP/R1B2RK1 w k -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B21,"Sicilian Defense: Smith-Morra Gambit, Danish Variation",1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nf3,e2e4 c7c5 d2d4 c5d4 c2c3 d4c3 g1f3,rnbqkbnr/pp1ppppp/8/8/4P3/2p2N2/PP3PPP/RNBQKB1R b KQkq -,Smith-Morra Gambit,B21 Smith-Morra Gambit
B27,"Pterodactyl Defense: Sicilian, Benoni Gambit",1. e4 c5 2. Nf3 g6 3. d4 Bg7 4. Nc3 Qa5 5. d5,e2e4 c7c5 g1f3 g7g6 d2d4 f8g7 b1c3 d8a5 d4d5,rnb1k1nr/pp1pppbp/6p1/q1pP4/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,Benoni Gambit,B27 Benoni Gambit
B27,Sicilian Defense: Brussels Gambit,1. e4 c5 2. Nf3 f5,e2e4 c7c5 g1f3 f7f5,rnbqkbnr/pp1pp1pp/8/2p2p2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Brussels Gambit,B27 Brussels Gambit
B27,Sicilian Defense: Double-Dutch Gambit,1. e4 c5 2. Nf3 f5 3. exf5 Nh6,e2e4 c7c5 g1f3 f7f5 e4f5 g8h6,rnbqkb1r/pp1pp1pp/7n/2p2P2/8/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Double-Dutch Gambit,B27 Double-Dutch Gambit
B27,Sicilian Defense: Polish Gambit,1. e4 c5 2. Nf3 b5,e2e4 c7c5 g1f3 b7b5,rnbqkbnr/p2ppppp/8/1pp5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Polish Gambit,B27 Polish Gambit
B28,"Sicilian Defense: O'Kelly Variation, Normal System, Cortlever Gambit",1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Bc4,e2e4 c7c5 g1f3 a7a6 d2d4 c5d4 f1c4,rnbqkbnr/1p1ppppp/p7/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -,Cortlever Gambit,B28 Cortlever Gambit
B28,"Sicilian Defense: O'Kelly Variation, Venice System, Gambit Line",1. e4 c5 2. Nf3 a6 3. c3 d5 4. exd5 Nf6,e2e4 c7c5 g1f3 a7a6 c2c3 d7d5 e4d5 g8f6,rnbqkb1r/1p2pppp/p4n2/2pP4/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -,NA,B28 NA
B28,"Sicilian Defense: O'Kelly Variation, Wing Gambit",1. e4 c5 2. Nf3 a6 3. b4,e2e4 c7c5 g1f3 a7a6 b2b4,rnbqkbnr/1p1ppppp/p7/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -,Wing Gambit,B28 Wing Gambit
B30,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit",1. e4 c5 2. Nf3 Nc6 3. Bb5 Na5 4. b4,e2e4 c7c5 g1f3 b8c6 f1b5 c6a5 b2b4,r1bqkbnr/pp1ppppp/8/nBp5/1P2P3/5N2/P1PP1PPP/RNBQK2R b KQkq -,San Francisco Gambit,B30 San Francisco Gambit
B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 e5 6. d4,e2e4 c7c5 g1f3 b8c6 f1b5 g7g6 e1g1 f8g7 c2c3 e7e5 d2d4,r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq -,Gufeld Gambit,B31 Gufeld Gambit
B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit",1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4,e2e4 c7c5 g1f3 b8c6 f1b5 g7g6 e1g1 f8g7 c2c3 g8f6 d2d4,r1bqk2r/pp1pppbp/2n2np1/1Bp5/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq -,Lutikov Gambit,B31 Lutikov Gambit
B40,Sicilian Defense: Smith-Morra Gambit Deferred,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. c3,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 c2c3,rnbqkbnr/pp1p1ppp/4p3/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -,Smith-Morra Gambit,B40 Smith-Morra Gambit
B40,Sicilian Defense: Wing Gambit Deferred,1. e4 c5 2. Nf3 e6 3. b4,e2e4 c7c5 g1f3 e7e6 b2b4,rnbqkbnr/pp1p1ppp/4p3/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -,Wing Gambit,B40 Wing Gambit
B44,"Sicilian Defense: Taimanov Variation, Gary Gambit",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 d5,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 d4b5 d7d6 c2c4 g8f6 b1c3 a7a6 b5a3 d6d5,r1bqkb1r/1p3ppp/p1n1pn2/3p4/2P1P3/N1N5/PP3PPP/R1BQKB1R w KQkq -,Gary Gambit,B44 Gary Gambit
B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation, Ponomariov Gambit",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3 a6 8. Bb6,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 b1c3 d8c7 d4b5 c7b8 c1e3 a7a6 e3b6,rqb1kbnr/1p1p1ppp/pBn1p3/1N6/4P3/2N5/PPP2PPP/R2QKB1R b KQkq -,Ponomariov Gambit,B47 Ponomariov Gambit
B50,"Sicilian Defense: Delayed Alapin, Basman-Palatnik Double Gambit",1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2 Nc6 5. d4 cxd4 6. cxd4 Nxe4 7. d5 Qa5+ 8. Nc3 Nxc3 9. bxc3,e2e4 c7c5 g1f3 d7d6 c2c3 g8f6 f1e2 b8c6 d2d4 c5d4 c3d4 f6e4 d4d5 d8a5 b1c3 e4c3 b2c3,r1b1kb1r/pp2pppp/2np4/q2P4/8/2P2N2/P3BPPP/R1BQK2R b KQkq -,Basman-Palatnik Double Gambit,B50 Basman-Palatnik Double Gambit
B50,"Sicilian Defense: Delayed Alapin, Basman-Palatnik Gambit",1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2 Nc6 5. d4 cxd4 6. cxd4 Nxe4,e2e4 c7c5 g1f3 d7d6 c2c3 g8f6 f1e2 b8c6 d2d4 c5d4 c3d4 f6e4,r1bqkb1r/pp2pppp/2np4/8/3Pn3/5N2/PP2BPPP/RNBQK2R w KQkq -,Basman-Palatnik Gambit,B50 Basman-Palatnik Gambit
B50,Sicilian Defense: Kotov Gambit,1. e4 c5 2. Nf3 d6 3. g3 b5,e2e4 c7c5 g1f3 d7d6 g2g3 b7b5,rnbqkbnr/p3pppp/3p4/1pp5/4P3/5NP1/PPPP1P1P/RNBQKB1R w KQkq -,Kotov Gambit,B50 Kotov Gambit
B50,"Sicilian Defense: Wing Gambit, Deferred Variation",1. e4 c5 2. Nf3 d6 3. b4,e2e4 c7c5 g1f3 d7d6 b2b4,rnbqkbnr/pp2pppp/3p4/2p5/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -,Wing Gambit,B50 Wing Gambit
B51,"Sicilian Defense: Canal Attack, Dorfman Gambit",1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. Qe2 g6 6. e5,e2e4 c7c5 g1f3 d7d6 f1b5 b8c6 e1g1 c8d7 d1e2 g7g6 e4e5,r2qkbnr/pp1bpp1p/2np2p1/1Bp1P3/8/5N2/PPPPQPPP/RNB2RK1 b kq -,Dorfman Gambit,B51 Dorfman Gambit
B51,"Sicilian Defense: Canal Attack, Moscow Gambit",1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. c3 Nf6 6. Re1 a6 7. Bxc6 Bxc6 8. d4 Bxe4 9. Bg5,e2e4 c7c5 g1f3 d7d6 f1b5 b8c6 e1g1 c8d7 c2c3 g8f6 f1e1 a7a6 b5c6 d7c6 d2d4 c6e4 c1g5,r2qkb1r/1p2pppp/p2p1n2/2p3B1/3Pb3/2P2N2/PP3PPP/RN1QR1K1 b kq -,Moscow Gambit,B51 Moscow Gambit
B52,"Sicilian Defense: Canal Attack, Haag Gambit",1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. d4,e2e4 c7c5 g1f3 d7d6 f1b5 c8d7 b5d7 d8d7 e1g1 b8c6 c2c3 g8f6 d2d4,r3kb1r/pp1qpppp/2np1n2/2p5/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq -,Haag Gambit,B52 Haag Gambit
B54,"Sicilian Defense: Modern Variations, Ginsberg Gambit",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Bc4,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 f1c4,rnbqkb1r/pp2pppp/3p1n2/8/2BNP3/8/PPP2PPP/RNBQK2R b KQkq -,Ginsberg Gambit,B54 Ginsberg Gambit
B73,"Sicilian Defense: Dragon Variation, Classical Variation, Zollner Gambit",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Be3 Bg7 6. Be2 Nf6 7. Nc3 O-O 8. O-O d6 9. f4 Qb6 10. e5,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g7g6 c1e3 f8g7 f1e2 g8f6 b1c3 e8g8 e1g1 d7d6 f2f4 d8b6 e4e5,r1b2rk1/pp2ppbp/1qnp1np1/4P3/3N1P2/2N1B3/PPP1B1PP/R2Q1RK1 b - -,Zollner Gambit,B73 Zollner Gambit
B90,"Sicilian Defense: Najdorf Variation, Dekker Gambit",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. g4,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 g2g4,rnbqkb1r/1p2pppp/p2p1n2/8/3NP1P1/2N5/PPP2P1P/R1BQKB1R b KQkq -,Dekker Gambit,B90 Dekker Gambit
B90,"Sicilian Defense: Scheveningen Variation, Delayed Keres Attack, Perenyi Gambit",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 e6 7. g4 e5 8. Nf5 g6 9. g5,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e6 g2g4 e6e5 d4f5 g7g6 g4g5,rnbqkb1r/1p3p1p/p2p1np1/4pNP1/4P3/2N1B3/PPP2P1P/R2QKB1R b KQkq -,Perenyi Gambit,B90 Perenyi Gambit
C00,French Defense: Alapin Gambit,1. e4 e6 2. d4 d5 3. Be3,e2e4 e7e6 d2d4 d7d5 c1e3,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq -,Alapin Gambit,C00 Alapin Gambit
C00,French Defense: Baeuerle Gambit,1. e4 e6 2. d4 b5,e2e4 e7e6 d2d4 b7b5,rnbqkbnr/p1pp1ppp/4p3/1p6/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,Baeuerle Gambit,C00 Baeuerle Gambit
C00,French Defense: Banzai-Leong Gambit,1. e4 e6 2. b4,e2e4 e7e6 b2b4,rnbqkbnr/pppp1ppp/4p3/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq -,Banzai-Leong Gambit,C00 Banzai-Leong Gambit
C00,"French Defense: Banzai-Leong Gambit, Pinova Gambit",1. e4 e6 2. b4 Bxb4 3. e5,e2e4 e7e6 b2b4 f8b4 e4e5,rnbqk1nr/pppp1ppp/4p3/4P3/1b6/8/P1PP1PPP/RNBQKBNR b KQkq -,Pinova Gambit,C00 Pinova Gambit
C00,French Defense: Carlson Gambit,1. e4 e6 2. d4 d5 3. Nf3 dxe4 4. Ne5,e2e4 e7e6 d2d4 d7d5 g1f3 d5e4 f3e5,rnbqkbnr/ppp2ppp/4p3/4N3/3Pp3/8/PPP2PPP/RNBQKB1R b KQkq -,Carlson Gambit,C00 Carlson Gambit
C00,French Defense: Franco-Hiva Gambit,1. e4 e6 2. d3 f5,e2e4 e7e6 d2d3 f7f5,rnbqkbnr/pppp2pp/4p3/5p2/4P3/3P4/PPP2PPP/RNBQKBNR w KQkq -,Franco-Hiva Gambit,C00 Franco-Hiva Gambit
C00,French Defense: Franco-Hiva Gambit,1. e4 e6 2. Nf3 f5,e2e4 e7e6 g1f3 f7f5,rnbqkbnr/pppp2pp/4p3/5p2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Franco-Hiva Gambit,C00 Franco-Hiva Gambit
C00,French Defense: Franco-Hiva Gambit Accepted,1. e4 e6 2. d4 f5 3. exf5 Nf6,e2e4 e7e6 d2d4 f7f5 e4f5 g8f6,rnbqkb1r/pppp2pp/4pn2/5P2/3P4/8/PPP2PPP/RNBQKBNR w KQkq -,Franco-Hiva Gambit,C00 Franco-Hiva Gambit
C00,French Defense: Hoffmann Gambit,1. e4 e6 2. d4 d5 3. Qe2 e5 4. f4 exf4,e2e4 e7e6 d2d4 d7d5 d1e2 e6e5 f2f4 e5f4,rnbqkbnr/ppp2ppp/8/3p4/3PPp2/8/PPP1Q1PP/RNB1KBNR w KQkq -,Hoffmann Gambit,C00 Hoffmann Gambit
C00,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",1. e4 e6 2. b3 d5 3. Bb2,e2e4 e7e6 b2b3 d7d5 c1b2,rnbqkbnr/ppp2ppp/4p3/3p4/4P3/1P6/PBPP1PPP/RN1QKBNR b KQkq -,Papa-Ticulat Gambit,C00 Papa-Ticulat Gambit
C00,"French Defense: La Bourdonnais Variation, Reuter Gambit",1. e4 e6 2. f4 d5 3. Nf3 dxe4,e2e4 e7e6 f2f4 d7d5 g1f3 d5e4,rnbqkbnr/ppp2ppp/4p3/8/4pP2/5N2/PPPP2PP/RNBQKB1R w KQkq -,Reuter Gambit,C00 Reuter Gambit
C00,French Defense: Morphy Gambit,1. e4 e6 2. d4 d5 3. Nh3,e2e4 e7e6 d2d4 d7d5 g1h3,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/7N/PPP2PPP/RNBQKB1R b KQkq -,Morphy Gambit,C00 Morphy Gambit
C00,French Defense: Orthoschnapp Gambit,1. e4 e6 2. c4 d5 3. cxd5 exd5 4. Qb3,e2e4 e7e6 c2c4 d7d5 c4d5 e6d5 d1b3,rnbqkbnr/ppp2ppp/8/3p4/4P3/1Q6/PP1P1PPP/RNB1KBNR b KQkq -,Orthoschnapp Gambit,C00 Orthoschnapp Gambit
C00,French Defense: Perseus Gambit,1. e4 e6 2. d4 d5 3. Nf3,e2e4 e7e6 d2d4 d7d5 g1f3,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -,Perseus Gambit,C00 Perseus Gambit
C00,French Defense: Wing Gambit,1. e4 e6 2. Nf3 d5 3. e5 c5 4. b4,e2e4 e7e6 g1f3 d7d5 e4e5 c7c5 b2b4,rnbqkbnr/pp3ppp/4p3/2ppP3/1P6/5N2/P1PP1PPP/RNBQKB1R b KQkq -,Wing Gambit,C00 Wing Gambit
C00,"St. George Defense: New St. George, Sanky-George Gambit",1. e4 e6 2. d4 a6 3. c4 b5,e2e4 e7e6 d2d4 a7a6 c2c4 b7b5,rnbqkbnr/2pp1ppp/p3p3/1p6/2PPP3/8/PP3PPP/RNBQKBNR w KQkq -,Sanky-George Gambit,C00 Sanky-George Gambit
C00,St. George Defense: St. George Gambit,1. e4 e6 2. d4 a6 3. c4 b5 4. cxb5 axb5,e2e4 e7e6 d2d4 a7a6 c2c4 b7b5 c4b5 a6b5,rnbqkbnr/2pp1ppp/4p3/1p6/3PP3/8/PP3PPP/RNBQKBNR w KQkq -,George Gambit,C00 George Gambit
C02,"French Defense: Advance Variation, Frenkel Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. b4,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 b2b4,rnbqkbnr/pp3ppp/4p3/2ppP3/1P1P4/8/P1P2PPP/RNBQKBNR b KQkq -,Frenkel Gambit,C02 Frenkel Gambit
C02,"French Defense: Advance Variation, Milner-Barry Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 b8c6 g1f3 d8b6 f1d3,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq -,Milner-Barry Gambit,C02 Milner-Barry Gambit
C02,"French Defense: Advance Variation, Nimzowitsch Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. Qg4 cxd4 5. Nf3,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 d1g4 c5d4 g1f3,rnbqkbnr/pp3ppp/4p3/3pP3/3p2Q1/5N2/PPP2PPP/RNB1KB1R b KQkq -,Nimzowitsch Gambit,C02 Nimzowitsch Gambit
C02,"French Defense: Advance Variation, Ruisdonk Gambit",1. e4 e6 2. d4 d5 3. e5 c5 4. Nf3 cxd4 5. Bd3,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 g1f3 c5d4 f1d3,rnbqkbnr/pp3ppp/4p3/3pP3/3p4/3B1N2/PPP2PPP/RNBQK2R b KQkq -,Ruisdonk Gambit,C02 Ruisdonk Gambit
C07,"French Defense: Tarrasch Variation, Open System, Shaposhnikov Gambit",1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 Nf6,e2e4 e7e6 d2d4 d7d5 b1d2 c7c5 e4d5 g8f6,rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/8/PPPN1PPP/R1BQKBNR w KQkq -,Shaposhnikov Gambit,C07 Shaposhnikov Gambit
C10,"French Defense: Rubinstein Variation, Ellis Gambit",1. e4 e6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 e5,e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 e6e5,rnbqkbnr/ppp2ppp/8/4p3/3PN3/8/PPP2PPP/R1BQKBNR w KQkq -,Ellis Gambit,C10 Ellis Gambit
C10,Sicilian Defense: Marshall Gambit,1. e4 c5 2. Nc3 e6 3. d4 d5,e2e4 c7c5 b1c3 e7e6 d2d4 d7d5,rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,Marshall Gambit,C10 Marshall Gambit
C13,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 Bxg5 7. hxg5 Qxg5,e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 c1g5 f8e7 e4e5 f6d7 h2h4 e7g5 h4g5 d8g5,rnb1k2r/pppn1ppp/4p3/3pP1q1/3P4/2N5/PPP2PP1/R2QKBNR w KQkq -,Albin-Chatard Gambit,C13 Albin-Chatard Gambit
C15,"French Defense: MacCutcheon Variation, Wolf Gambit",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 Nf6 5. Bg5,e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 g8f6 c1g5,rnbqk2r/ppp2ppp/4pn2/3p2B1/1b1PP3/2N5/PPP1NPPP/R2QKB1R b KQkq -,Wolf Gambit,C15 Wolf Gambit
C15,"French Defense: Winawer Variation, Alekhine Gambit Accepted",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+,e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 d5e4 a2a3 b4c3,rnbqk1nr/ppp2ppp/4p3/8/3Pp3/P1b5/1PP1NPPP/R1BQKB1R w KQkq -,Alekhine Gambit,C15 Alekhine Gambit
C15,"French Defense: Winawer Variation, Alekhine Gambit, Alatortsev Variation",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Be7 6. Nxe4 Nf6 7. N2g3 O-O 8. Be2 Nc6,e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 d5e4 a2a3 b4e7 c3e4 g8f6 e2g3 e8g8 f1e2 b8c6,r1bq1rk1/ppp1bppp/2n1pn2/8/3PN3/P5N1/1PP1BPPP/R1BQK2R w KQ -,Alekhine Gambit,C15 Alekhine Gambit
C15,"French Defense: Winawer Variation, Alekhine Gambit, Kan Variation",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+ 6. Nxc3 Nc6,e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2 d5e4 a2a3 b4c3 e2c3 b8c6,r1bqk1nr/ppp2ppp/2n1p3/8/3Pp3/P1N5/1PP2PPP/R1BQKB1R w KQkq -,Alekhine Gambit,C15 Alekhine Gambit
C15,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit",1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2,e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 g1e2,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP1NPPP/R1BQKB1R b KQkq -,Alekhine-Maróczy Gambit,C15 Alekhine-Maróczy Gambit
